t,v_mps,tau_dyn,D_safety_dyn,sigma_depth,a_des,brake
0.02,0.13717941641807554,,,,,
0.12000000000000001,1.1605536222457886,,,,,
0.23999999999999996,2.334397077560425,,,,,
0.34,3.3115232467651365,0.5386882043426874,4.0,0.55,0.24992390779686136,0.038175876915970575
0.4400000000000001,4.287674021720886,,,,,
0.5400000000000001,5.262849617004394,,,,,
0.6400000000000002,5.25864267198153,,,,,
0.7400000000000003,0.4069130436199643,,,,,
0.8400000000000004,0.7221371347670236,,,,,
0.9400000000000005,0.9101139383919177,,,,,
1.0600000000000005,1.2905205154590256,,,,,
1.1600000000000006,1.5592156037381697,,,,,
1.2600000000000007,1.7856058953307152,,,,,
1.3600000000000008,1.892740252661431,,,,,
1.4600000000000009,2.080476905461527,,,,,
1.560000000000001,2.4644921051896533,,,,,
1.660000000000001,2.8446293921522416,,,,,
1.7600000000000011,3.2323784743176063,,,,,
1.8600000000000012,3.6510799434221344,,,,,
1.9600000000000013,4.065730869601566,,,,,
2.0600000000000014,4.4662849389957335,,,,,
2.1600000000000015,4.846601565554021,,,,,
2.2600000000000016,5.19761160794925,,,,,
2.3600000000000017,5.505254265283179,,,,,
2.4600000000000017,5.792288225956627,,,,,
2.560000000000002,6.05184373686961,,,,,
2.660000000000002,6.199618788339469,0.5426743525942477,5.554317983178626,0.357434077860713,0.8880573704089751,0.11475755272734435
2.760000000000002,6.051970620617945,0.5417914662336105,5.523082631814933,0.357434077860713,0.8417223275239718,0.10575507251801744
2.860000000000002,5.911244647302853,0.48863386174848045,5.3579421585736515,0.32307226582767307,0.8370726134751847,0.10517385826191905
2.960000000000002,5.772054898082686,0.49240354860010216,5.2351359544109854,0.29898284567334454,0.8147520974291798,0.10238379375616843
3.0600000000000023,5.632384541073417,0.5399977213393019,5.156257663721268,0.28678319883917236,0.8051049310512179,0.10117789795892321
3.1600000000000024,5.493506639576575,0.5361486370728646,5.077809756412682,0.2729460520696752,0.7789775382933556,0.09791197386419041
3.2600000000000025,5.337575311578344,0.548686574310925,7.282315478650277,0.8317694878783305,1.5841004305680355,0.2019455555378602
3.3600000000000025,5.175884131561405,0.506685014827627,5.76558540778009,0.4588905410807505,0.749965899320394,0.0943188500126548
3.4600000000000026,5.049579295243341,0.4561649597073355,5.0159603410351306,0.2757852669718262,0.6917293140083778,0.08703927684865277
3.5600000000000027,4.927323847360273,0.4263721882477593,4.839234699255782,0.23796517434984585,0.662352700591942,0.0833672001715983
3.660000000000003,4.806158068790246,0.44843171742037086,4.765582451667008,0.22426910756711377,0.6488854730189255,0.08168379672497124
3.760000000000003,4.68850927576586,0.48232781811678477,4.700185756971848,0.21296591798373118,0.6378929068213429,0.08030972595027341
3.860000000000003,4.573758947234356,0.47999458228417813,4.640094433146745,0.20396889276202865,0.6207826370461025,0.07817094222836836
3.960000000000003,4.462312892597144,0.4404876722625525,4.591984119559774,0.19751460088178982,0.591019179602043,0.07445051004786092
4.080000000000001,4.332094401801747,0.4452383265284282,4.533367033959971,0.1883469292011732,0.5738187036269887,0.07230045055097914
4.199999999999998,4.204688856151533,0.49149475606445103,4.484458147225483,0.18212586450360838,0.5561414362785161,0.07009079213242006
4.319999999999996,4.081286141221481,0.5548258294810391,4.393510772220688,0.1654767084879708,0.5465337726413735,0.06888983417777723
4.439999999999993,3.9615458223708364,0.4983257416965371,4.406230542345107,0.17462879506666282,0.5234720404726771,0.06600711765669019
4.559999999999991,3.846452490993581,0.4849588908554633,4.331472529062765,0.16091858050840657,0.5004178025400874,0.06312533791511647
4.679999999999988,3.732738634608398,0.44219336461867764,4.601204210422351,0.23292746076749865,0.48739748128710586,0.06149779775849379
4.799999999999986,3.62189153373004,0.4588231555765274,4.596735438951818,0.23688744197867484,0.47474673479721624,0.059916454447257586
4.919999999999983,3.5136378315400307,0.5187847322422678,4.481309966807534,0.21308271275554402,0.4634995147566071,0.058510551942181445
5.0399999999999805,3.408967403839993,0.4990021136034689,4.332745176225324,0.1809981673841142,0.4401447483636385,0.055591206143060366
5.159999999999978,3.308177376115741,0.4562905923123846,4.1595729962925,0.14184647902405234,0.414784082558057,0.05242112291736268
5.279999999999975,3.210431706630744,0.44977688267862687,4.100598426040202,0.13160728244713849,0.4005062537653672,0.050636394318276455
5.399999999999973,3.1171123890414343,0.47095300400334156,4.032622713916087,0.11857644828063726,0.38921654221815566,0.04922518037487501
5.51999999999997,3.024731815779651,0.4455502656164728,4.017931042858863,0.11880833693896944,0.37358540376425875,0.0472712880681379
5.639999999999968,2.9342030224458107,0.43371529695079014,3.963736984022011,0.10978115493147059,0.3560217328654294,0.04507582920578423
5.759999999999965,2.8468648881897,0.4544543660135453,3.9280259242391806,0.10472140946226931,0.34577374696548036,0.0437948309682906
5.879999999999963,2.762006663240627,0.4807277306531818,4.10552581133189,0.15288199130367902,0.3403230489447065,0.04311349371569387
5.99999999999996,2.6803765824458377,0.41960983851095784,3.9099778882555163,0.10740111410971312,0.3193912427647377,0.040497017943197766
6.1199999999999575,2.6014860702187046,0.4263135311080553,3.84125565217021,0.09376679708244129,0.3062103412044271,0.03884940524815894
6.239999999999955,2.5244979980770905,0.43844445880279326,3.9432414629949832,0.12250042182459636,0.29838463405459564,0.03787119185443001
6.359999999999952,2.4503056912548695,0.43509314872073107,3.8352309649158025,0.09887292137296483,0.28500326296077105,0.03619852046770194
6.47999999999995,2.378908956479727,0.4304247485446608,3.8601429991889367,0.10858390665059517,0.27643572629108143,0.035127578383990735
6.599999999999947,2.3095660204968516,0.4463820385424054,3.949876124441129,0.1344802716712562,0.2703593565824084,0.034368032170406605
6.719999999999945,2.242065647808407,0.4125628234914215,3.7704090577214946,0.09248164755811886,0.25566017754575726,0.032530634790825214
6.839999999999942,2.1772131483959942,0.4199350257654791,3.6893216312875072,0.07584281481564233,0.24451005550969507,0.03113686953631744
6.95999999999994,2.115158321017113,0.40627576631918955,3.6606082452533615,0.07157360105516458,0.23475154267231604,0.02991705543164506
7.079999999999937,2.0544921298143963,0.4221272467737412,3.635204765746814,0.06864436068349292,0.2285497883228595,0.029141836137962993
7.1999999999999345,1.997011520220033,0.39027409698646126,3.6160099043711704,0.06628902576296217,0.21776615961756624,0.027793882549801335
7.319999999999932,1.9414870259570387,0.40275336369992065,3.6228544727509,0.07072687031245567,0.21070682546442213,0.02691146578065832
7.439999999999929,1.8874954675975553,0.42246544732142144,3.5825225666861833,0.06291275587371986,0.20407860900719688,0.026082938723505165
7.559999999999927,1.8349742592138631,0.42161378786064874,3.5615535326422543,0.05994735393677972,0.19760989455758338,0.025274349417303478
7.679999999999924,1.7844057780816072,0.39081015507262795,3.548900854263252,0.05801864582260222,0.18943375736946189,0.02425233226878829
7.799999999999922,1.7354933232180494,0.4117599837223046,3.5313640308525733,0.05583613922000651,0.18395343184564814,0.023567291578311573
7.919999999999919,1.687876930326029,0.41430531044041263,3.51294401988579,0.053975920313401725,0.17825998020730507,0.02285561012351869
8.039999999999917,1.641317044967491,0.42767192108561924,3.590353630685921,0.07526806363559671,0.17395224051596764,0.02231714266210151
8.159999999999915,1.5962257489539065,0.3988925504791575,3.504541810280814,0.056002510155972164,0.16554196300166762,0.02126585797281401
8.279999999999912,1.5524778213240082,0.40490274693718425,3.514486769874002,0.06058280513965519,0.15993044921256724,0.02056441874917646
8.39999999999991,1.5094512101379867,0.41115289656305604,3.593309340384635,0.08235596259881456,0.15657073217400744,0.020144454119356486
8.519999999999907,1.467785856145107,0.4128269473294736,3.498141289347456,0.060266726844531604,0.14920644281140832,0.019223917949031596
8.639999999999905,1.4267779819650015,0.4225428425496137,3.4563434089320793,0.0512078701465323,0.14393459979953035,0.01856493757254685
8.759999999999902,1.3861700901139886,0.4126954994135147,3.56561843291535,0.08057068532650066,0.14052416059457606,0.018138632671927564
8.8799999999999,1.3459431973343674,0.4148928934288565,3.457612294745296,0.055369496797942744,0.1333640889070658,0.01724362371098878
8.999999999999897,1.3061299512795097,0.4102985521088654,3.4310810813031196,0.05063171592878117,0.12743888459653402,0.01650297317217231
9.119999999999894,1.2670345568629002,0.391406095876755,3.4216670690181292,0.05007432074730518,0.12214201822658902,0.015840864875929183
9.239999999999892,1.2282711141277343,0.4018886863551915,3.4297934170624402,0.05395703718078201,0.11736462712248112,0.015243690987915696
9.35999999999989,1.190061767026096,0.39740570682750176,3.470009734528646,0.0655115305644896,0.11288902308031296,0.014684240482644675
9.479999999999887,1.1522271342590225,0.40152921165654454,3.443441179293347,0.060456468557518094,0.10765995567927715,0.0140306070575152
9.599999999999884,1.1147735005548136,0.3911562239706713,3.399995796995497,0.05123019306932345,0.10192116997813458,0.013313258844872378
9.719999999999882,1.0779299981115233,0.5342740872235066,3.429213493482204,0.06030695327771245,0.09894964137285196,0.012941817769212051
9.839999999999879,1.0413147447844484,0.5333818439278517,3.422053718633719,0.06030695327771245,0.09190869617368692,0.012061699619316421
9.959999999999877,1.0051305567852826,0.5328172607365318,3.415297378938935,0.06030695327771245,0.08524753635002613,0.011229054641358822
10.079999999999874,0.9693695991141108,0.5333629768890804,3.409545092591842,0.06030695327771245,0.07896597421280592,0.010443859374206296
10.199999999999871,0.9342385987046755,0.5337356218759219,3.4037352088451085,0.06030695327771245,0.07304896119155502,0.009704232746549933
10.319999999999869,0.8995970141436347,0.5342606502891116,3.3981030265923833,0.06030695327771245,0.06746501424666966,0.009006239378439264
10.439999999999866,0.8655405660933981,0.5335242883545324,3.3916330052663537,0.06030695327771245,0.0621912340538658,0.00834701685433878
10.559999999999864,0.8327175364959103,0.5326516152927454,3.385323764390826,0.06030695327771245,0.05733018002204224,0.007739385100360836
10.679999999999861,0.8004385529131102,0.5331142533493707,3.3800467062704853,0.06030695327771245,0.05277882226835096,0.007170465381149426
10.799999999999859,0.7685341834306267,0.5325270593826992,3.3741375123795514,0.06030695327771245,0.04846868007211017,0.0066316976066193275
10.919999999999856,0.7368778113154051,0.5317014374926875,3.3681558988236495,0.06030695327771245,0.044387193675210226,0.006121511807006834
11.039999999999853,0.705471252038073,0.5319649975800094,3.362901026419871,0.06030695327771245,0.04053988542824031,0.0056405982761355946
11.159999999999851,0.6745214875300195,0.5323682115262514,3.357789741865122,0.06030695327771245,0.03693267798742128,0.005189697346033216
11.279999999999848,0.6437839208261492,0.5311227601704382,3.35180991203921,0.06030695327771245,0.03351742280032736,0.004762790447646476
11.399999999999846,0.6134609783186777,0.5329095403868551,3.3475148048171053,0.06030695327771245,0.03033963666181176,0.004365567180332026
11.519999999999843,0.5833179861066998,0.5320353482510758,3.3418673484397803,0.06030695327771245,0.027333421434424857,0.003989790276908663
11.63999999999984,0.553463330758136,0.5319246285534525,3.3366654748900864,0.06030695327771245,0.024523810491916386,0.003638588909095104
11.759999999999838,0.5236492638428398,0.5319623125488893,3.331540865285381,0.06030695327771245,0.021879424779468203,0.0033080406950390813
11.879999999999836,0.49421663635423463,0.5317428480326674,3.326374275565016,0.06030695327771245,0.019424118964310025,0.003001127468144309
11.999999999999833,0.4650300975568089,0.5324984825353963,3.321638679424454,0.06030695327771245,0.017143363724030625,0.002716033063109384
12.11999999999983,0.43577869499182775,0.5317209611859961,3.316298305355091,0.06030695327771245,0.015003921095575691,0.002448602734552517
12.239999999999828,0.40587319018778584,0.5312719488144132,3.310994691370481,0.06030695327771245,0.012971442444357347,0.002194542903150224
12.359999999999825,0.3763512586497895,0.5319948406798847,3.3061467871307557,0.06030695327771245,0.01111759421261255,0.0019628118741821248
12.479999999999823,0.3469698973314829,0.532896826716434,3.3013394302953016,0.06030695327771245,0.009419714899351879,0.0017505769600245405
12.59999999999982,0.3177178446717817,0.5324500660714735,3.296153303001889,0.06030695327771245,0.007872599755368135,0.0015571875670265726
12.719999999999818,0.28881281817638127,0.5325899334616533,3.291190007867606,0.06030695327771245,0.00648476167103928,0.0013837078064854657
12.839999999999815,0.25990308407990914,0.5320045727862873,3.2860620855156832,0.06030695327771245,0.005234677625339273,0.001227447300772965
12.959999999999813,0.23109445043956794,0.5317297419650103,3.281039559868281,0.06030695327771245,0.00412547837347532,0.0010887973942899708
13.07999999999981,0.20249401349321283,0.5312384137690103,3.276029516561317,0.06030695327771245,0.003157610429483566,0.0009678139012910016
13.199999999999807,0.17408591431760437,0.5313416342765488,3.2711621231648675,0.06030695327771245,0.002326642587320147,0.0008639429210205742
13.319999999999805,0.1456357968546563,0.531123645724785,3.266243630940613,0.06030695327771245,0.0016233142723806422,0.0007760268816531361
13.439999999999802,0.11736283155098111,0.5320189256352486,3.2614747525251784,0.06030695327771245,0.001051044604886408,0.0007044931732163569
13.5599999999998,0.07529498432165793,,,,,
13.679999999999797,0.0,,,,,
13.799999999999795,0.0,,,,,
13.919999999999792,0.0,,,,,
14.03999999999979,0.0,,,,,
14.159999999999787,0.0,,,,,
14.279999999999784,0.0,,,,,
14.399999999999782,0.0,,,,,
14.51999999999978,0.0,,,,,
14.639999999999777,0.0,,,,,
14.759999999999774,0.0,,,,,
14.879999999999772,0.0,,,,,
14.999999999999769,0.0,,,,,
15.119999999999767,0.0,,,,,
15.239999999999764,0.0,,,,,
15.359999999999761,0.0,,,,,
15.479999999999759,0.0,,,,,
15.599999999999756,0.0,,,,,
15.719999999999754,0.0,,,,,
15.839999999999751,0.0,,,,,
15.959999999999749,0.0,,,,,
16.079999999999746,0.0,,,,,
16.199999999999743,0.0,,,,,
16.31999999999974,0.0,,,,,
16.43999999999974,0.0,,,,,
16.559999999999736,0.0,,,,,
16.679999999999733,0.0,,,,,
16.79999999999973,0.0,,,,,
16.919999999999728,0.0,,,,,
17.039999999999726,0.0,,,,,
17.159999999999723,0.0,,,,,
17.27999999999972,0.0,,,,,
17.399999999999718,0.0,,,,,
17.519999999999715,0.0,,,,,
17.639999999999713,0.0,,,,,
17.75999999999971,0.0,,,,,
17.879999999999708,0.0,,,,,
17.999999999999705,0.0,,,,,
18.119999999999703,0.0,,,,,
18.2399999999997,0.0,,,,,
18.359999999999697,0.0,,,,,
18.479999999999695,0.0,,,,,
18.599999999999692,0.0,,,,,
18.71999999999969,0.17158764034512342,,,,,
18.839999999999687,0.6294844337425141,,,,,
18.959999999999685,1.0816331408561828,,,,,
19.079999999999682,1.5348809777537022,,,,,
19.19999999999968,1.989480070950603,,,,,
19.319999999999677,2.442758764768614,,,,,
19.439999999999674,2.897522303664379,,,,,
19.559999999999672,3.3604215678655156,,,,,
19.67999999999967,3.848094848363359,,,,,
19.799999999999667,4.331113210997518,,,,,
19.919999999999664,4.791198880713876,,,,,
20.03999999999966,5.212147193652166,,,,,
20.15999999999966,5.589425270170569,,,,,
20.279999999999657,5.921802981026781,,,,,
20.399999999999654,6.207329683278697,,,,,
20.51999999999965,6.4521674029147915,,,,,
20.63999999999965,6.6682798630364015,,,,,
20.759999999999646,6.859317930208576,,,,,
20.879999999999644,7.025923303882792,,,,,
20.99999999999964,7.174654546650429,,,,,
21.11999999999964,7.304827372064752,,,,,
21.239999999999636,7.417582007531415,,,,,
21.359999999999634,7.51499353509296,,,,,
21.47999999999963,7.596274825990436,,,,,
21.59999999999963,7.664617150873136,,,,,
21.719999999999626,7.729072324363721,,,,,
21.839999999999623,7.785764282671082,,,,,
21.95999999999962,7.8383105490356435,,,,,
22.079999999999618,7.8858893130422425,,,,,
22.199999999999616,7.933185355190108,,,,,
22.319999999999613,7.974753801554366,,,,,
22.43999999999961,8.018308845187274,,,,,
22.559999999999608,8.058573062826941,,,,,
22.679999999999605,8.096706487980736,,,,,
22.799999999999603,8.13731081324362,,,,,
22.9199999999996,8.175105473935997,,,,,
23.039999999999598,8.219963183073688,,,,,
23.159999999999595,8.277507056702227,,,,,
23.279999999999593,8.328583357707544,,,,,
23.39999999999959,8.381460089994995,,,,,
23.519999999999587,8.418313580240653,,,,,
23.639999999999585,8.450301920694738,,,,,
23.759999999999582,8.479979238333318,,,,,
23.87999999999958,8.506696115074758,,,,,
23.999999999999577,8.530810174572341,,,,,
24.119999999999575,8.552362217446511,,,,,
24.239999999999572,8.57317824801849,,,,,
24.35999999999957,8.595764282406034,,,,,
24.479999999999567,8.617381307602944,,,,,
24.599999999999564,8.63594132806459,,,,,
24.719999999999562,8.651928573309917,,,,,
24.83999999999956,8.664287467995376,,,,,
24.959999999999557,8.677175861797508,,,,,
25.079999999999554,8.693384953393382,,,,,
25.19999999999955,8.710607794685018,,,,,
25.31999999999955,8.726922308648422,,,,,
25.439999999999547,8.738469771659613,,,,,
25.559999999999544,8.745557038941522,,,,,
25.67999999999954,8.739925969349208,,,,,
25.79999999999954,8.73848132350077,,,,,
25.919999999999536,8.731048796490276,,,,,
26.039999999999534,8.728673345671307,,,,,
26.15999999999953,8.715663450221765,,,,,
26.27999999999953,8.708162541849072,,,,,
26.399999999999526,8.700912074719575,,,,,
26.519999999999524,8.692219440031648,,,,,
26.63999999999952,8.684872742950475,,,,,
26.75999999999952,8.67421138118041,,,,,
26.879999999999516,8.678907410237063,,,,,
26.999999999999513,8.692316406192926,,,,,
27.11999999999951,8.70603996471554,,,,,
27.239999999999508,8.722642398239444,,,,,
27.359999999999506,8.73761453977237,,,,,
27.479999999999503,8.75433149464399,,,,,
27.5999999999995,8.776323336477075,,,,,
27.719999999999498,8.796158174264034,,,,,
27.839999999999495,8.562035380768801,0.4622104573000775,5.426584979227467,0.19921737600473385,8.829,1.0
27.959999999999493,7.791708743603914,,,,,
28.07999999999949,6.976761047769264,0.44538947425577646,4.90963787274911,0.1458482776341568,8.829,1.0
28.199999999999488,6.1142063858123095,0.4606837103130619,4.750227811751427,0.14657855617397653,8.829,1.0
28.319999999999485,5.26046727646567,0.4321009013269343,4.562473275888952,0.13992435200239495,8.829,1.0
28.439999999999483,4.416511303897696,0.41271517767180116,4.244034875370917,0.10056718507257839,8.829,1.0
28.55999999999948,3.5852943124302348,0.4072784756295553,3.996530656957509,0.0778768167055385,8.829,1.0
28.679999999999477,2.768171038676217,0.4142426309237946,3.8548680203563737,0.08186922769618381,8.829,1.0
28.799999999999475,1.9648969119562254,0.3974060389112487,3.6731340429449943,0.07513420875648241,8.829,1.0
28.919999999999472,1.1739575665262623,0.40125070905875926,3.4778033307304863,0.06379182399549456,8.829,1.0
29.03999999999947,0.38644444414494084,0.39941132414553016,3.3219650578828186,0.062147127346203306,8.829,1.0
29.159999999999467,0.0,0.40191366246223564,3.2562220259241803,0.06405550648104504,8.829,1.0
29.279999999999465,0.0,0.3993860528903415,3.2821325909779935,0.0705331477444984,8.829,1.0
29.399999999999462,0.0,0.3986440650887103,3.2935374194620612,0.07338435486551527,8.829,1.0
29.51999999999946,0.0,0.3992981412341343,3.291309025589054,0.07282725639726352,8.829,1.0
29.639999999999457,0.0,0.3974089851895831,3.2818290421011165,0.07045726052527906,8.829,1.0
29.759999999999454,0.0,0.39711491113257935,3.2734867944049153,0.06837169860122888,8.829,1.0
29.879999999999452,0.0,0.3964590980939547,3.2691813192007944,0.0672953298001986,8.829,1.0
29.99999999999945,0.0,0.39643650050060236,3.264664922586905,0.06616623064672623,8.829,1.0
30.119999999999447,0.0,0.3967916714548734,3.2747886862533986,0.06869717156334967,8.829,1.0
30.239999999999444,0.0,,,,,
30.35999999999944,0.0,,,,,
30.47999999999944,0.0,,,,,
30.599999999999437,0.0,,,,,
30.719999999999434,0.0,,,,,
30.83999999999943,0.0,,,,,
30.95999999999943,0.0,,,,,
31.079999999999426,0.0,,,,,
31.199999999999424,0.13477393927931758,,,,,
31.31999999999942,0.5729905379935392,,,,,
31.43999999999942,1.0299164230177538,,,,,
31.559999999999416,1.4804822845477532,,,,,
31.679999999999414,1.9312859886704732,,,,,
31.79999999999941,2.030329964579058,0.4014645065458254,3.8134934224687838,0.10858375523678675,8.829,1.0
31.91999999999941,1.3759992608742708,0.4057822180516446,3.6996672079931603,0.11022714279426404,8.829,1.0
32.03999999999941,0.6134923896228037,0.4011361434752296,3.474297602410562,0.08968598338463661,8.829,1.0
32.139999999999425,0.0,0.40090445401399744,3.2958226811148035,0.07395567027870084,8.829,1.0
32.23999999999944,0.0,,,,,
32.339999999999456,0.0,,,,,
32.43999999999947,0.0,,,,,
32.53999999999949,0.0,,,,,
32.6399999999995,0.0,,,,,
32.73999999999952,0.0,,,,,
32.839999999999534,0.0,,,,,
32.93999999999955,0.0,,,,,
33.039999999999566,0.0,,,,,
33.13999999999958,0.0,,,,,
33.2399999999996,0.23913168632770124,,,,,
33.33999999999961,0.6232886776341803,,,,,
33.43999999999963,0.9986176391743217,,,,,
33.539999999999644,1.3735925465763394,,,,,
33.63999999999966,1.7489048544175136,,,,,
33.739999999999675,2.1237612512747344,,,,,
33.83999999999969,2.496478067744784,,,,,
33.939999999999706,2.871400050484247,,,,,
34.03999999999972,3.2504893878233725,,,,,
34.13999999999974,3.649151580921745,,,,,
34.23999999999975,4.048521511709884,,,,,
34.33999999999977,4.4390027625182995,,,,,
34.439999999999785,4.813058521290196,,,,,
34.5399999999998,5.161102433050611,,,,,
34.639999999999816,5.480942562508052,,,,,
34.73999999999983,5.772265872745406,,,,,
34.83999999999985,6.032362663373259,,,,,
34.93999999999986,6.26312993394704,,,,,
35.03999999999988,6.47032579332482,,,,,
35.139999999999894,6.66061727217833,,,,,
35.23999999999991,6.831140152265938,,,,,
35.339999999999925,6.98422582842354,,,,,
35.43999999999994,7.124308807032513,,,,,
35.53999999999996,7.252241472175044,,,,,
35.63999999999997,7.3660718459203425,,,,,
35.73999999999999,7.468940337892641,,,,,
35.84,7.5631103057991105,,,,,
35.94000000000002,7.647246624829291,,,,,
36.040000000000035,7.7201652644440175,,,,,
36.14000000000005,7.785380841867266,,,,,
36.240000000000066,7.846994149520049,,,,,
36.34000000000008,7.904131611799837,,,,,
36.4400000000001,7.956490142292619,,,,,
36.54000000000011,8.00459557245436,,,,,
36.64000000000013,8.048575322436605,,,,,
36.740000000000144,8.007763405939457,0.3963056254538103,4.88528804957103,0.11198152450375895,8.829,1.0
36.84000000000016,7.518530833043156,0.4085346094593556,4.886765978236744,0.13239212533116404,8.829,1.0
36.940000000000175,6.815051017019911,0.38604968856093186,4.803622310924557,0.14170154492081274,8.829,1.0
37.04000000000019,6.096796724827216,0.3953041991788446,4.71143883296973,0.1514975287716363,8.829,1.0
37.14000000000021,5.407245990332134,0.39144174119493763,4.644560476630933,0.16764271937755784,8.829,1.0
37.24000000000022,4.701646972735667,0.38771253844912357,4.558058422428225,0.17757720461222606,8.829,1.0
37.34000000000024,4.006296935628512,0.37993905311306225,4.469302003150714,0.18798005374081836,8.829,1.0
37.44000000000025,3.3183587781164743,0.38064412623798644,4.389425645337145,0.1987147164327319,8.829,1.0
37.54000000000027,2.814910740016944,,,,,
37.640000000000285,3.1385220622839745,,,,,
37.7400000000003,3.6987348222533,,,,,
37.840000000000316,4.16850229197173,,,,,
37.94000000000033,4.592779634826281,,,,,
38.04000000000035,4.9740856880517095,,,,,
38.14000000000036,5.316279179466644,,,,,
38.24000000000038,5.617443315485746,,,,,
38.340000000000394,5.8467260124515485,,,,,
38.44000000000041,6.025257443489664,,,,,
38.540000000000425,6.247949615060122,,,,,
38.64000000000044,6.43856641160346,,,,,
38.74000000000046,6.6077162368102025,,,,,
38.84000000000047,6.759351513405891,,,,,
38.94000000000049,6.902547572981583,,,,,
39.040000000000504,7.026482847148934,,,,,
39.14000000000052,7.139077219447996,,,,,
